hotelname,roomtype,country,city,propertytype,roomamenities,ratedescription,address,max,starrating
Swiss House B&B,Deluxe Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before October 22, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Family Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before October 22, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before October 22, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Deluxe Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before December 8, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before December 8, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Family Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before December 8, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Deluxe Double or Twin Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before November 10, 2019","How Lane, Castleton, Derbyshire",109.77,4
Swiss House B&B,Family Room,United Kingdom,Hope,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Smoke detector: ;Toiletries: ;Towels: ;,"Free breakfast for {0}, Free Wi-Fi, Free cancellation before November 10, 2019","How Lane, Castleton, Derbyshire",109.77,4
Kyriad Prestige LE PANORAMA,Standard Twin,France,Beaune,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;High chair: ;In-room safe box: ;Interconnecting room(s) available: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Street view, Separate shower/bathtub, 2 single beds",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Standard Double,France,Beaune,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;High chair: ;In-room safe box: ;Interconnecting room(s) available: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Soundproofing: ;Telephone: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Street view, Separate shower/bathtub, 1 double bed",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Superior Double,France,Beaune,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;High chair: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 20 m²/215 ft², Street view, Separate shower/bathtub, 1 double bed",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Standard Triple,France,Beaune,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;High chair: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Street view, Bathtub, 1 single bed and 1 double bed",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Double Room,France,Beaune,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;High chair: ;In-room safe box: ;Interconnecting room(s) available: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 24 m²/258 ft², Bathtub, 1 queen bed",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Superior Twin,France,Beaune,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;High chair: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 20 m²/215 ft², Street view, Separate shower/bathtub, 2 single beds",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Double Capacity 3,France,Beaune,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Wi-Fi, Cancellation policy",74 Route de Pommard,175.08,3
Kyriad Prestige LE PANORAMA,Double Capacity 3,France,Beaune,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until October 21, 2019, Free Wi-Fi, Free cancellation before October 23, 2019",74 Route de Pommard,175.08,3
Minster Mill,Standard Double Room,United Kingdom,Minster Lovell,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Mini bar: ;TV [flat screen]: ;,"Room size: 18 m²/194 ft², Shower, 1 double bed",Old Minster,258.71,4
Minster Mill,Superior Double Room,United Kingdom,Minster Lovell,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Mini bar: ;TV [flat screen]: ;,"Room size: 20 m²/215 ft², Shower, 1 double bed",Old Minster,258.71,4
Minster Mill,Deluxe Double Room,United Kingdom,Minster Lovell,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Mini bar: ;TV [flat screen]: ;,"Room size: 22 m²/237 ft², Shower, 1 double bed",Old Minster,258.71,4
Minster Mill,Junior Suite,United Kingdom,Minster Lovell,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Mini bar: ;TV [flat screen]: ;,"Room size: 25 m²/269 ft², Shower and bathtub, 1 double bed",Old Minster,258.71,4
The Lincolnshire Poacher Inn,Double Ensuite Room - Poachers Mews 2B,United Kingdom,Lincoln,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Smoke detector: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Shower, 1 double bed",53 High Street Metheringham,147.83,3
The Lincolnshire Poacher Inn,Two-Bedroom Suite,United Kingdom,Lincoln,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Smoke detector: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Shower, 2 bedrooms, 1 single bed and 1 double bed or 1 double bed",53 High Street Metheringham,147.83,3
Salisbury Arms Hotel,Double Room,United Kingdom,Hertford,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;Trouser press: ;,"Pay at the hotel, Free Wi-Fi, Free cancellation before December 20, 2019",Fore Street,100.32,3
Salisbury Arms Hotel,Single Room,United Kingdom,Hertford,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;Trouser press: ;,"Pay at the hotel, Free Wi-Fi, Free cancellation before December 20, 2019",Fore Street,100.32,3
Salisbury Arms Hotel,Twin Room,United Kingdom,Hertford,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay at the hotel, Free Wi-Fi, Free cancellation before December 20, 2019",Fore Street,100.32,3
Salisbury Arms Hotel,Family Room,United Kingdom,Hertford,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;Trouser press: ;,"Pay at the hotel, Free Wi-Fi, Free cancellation before December 20, 2019",Fore Street,100.32,3
Salisbury Arms Hotel,Executive Double Room,United Kingdom,Hertford,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;Trouser press: ;,"Pay at the hotel, Free Wi-Fi, Free cancellation before December 20, 2019",Fore Street,100.32,3
Hotel Zum Verwalter Dornbirn,Single Room,Austria,Dornbirn,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Toiletries: ;Towels: ;Wooden/parqueted flooring: ;,"Room size: 16 m²/172 ft², Shower, 1 double bed",Schlossgasse 1,125.58,3
Hotel Zum Verwalter Dornbirn,Double Room,Austria,Dornbirn,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Toiletries: ;Towels: ;Wooden/parqueted flooring: ;,"Room size: 22 m²/237 ft², Shower, 1 queen bed",Schlossgasse 1,125.58,3
Hotel Zum Verwalter Dornbirn,Deluxe Double Room,Austria,Dornbirn,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Satellite/cable channels: ;Seating area: ;Toiletries: ;Towels: ;Wooden/parqueted flooring: ;,"Room size: 26 m²/280 ft², Shower, 1 king bed",Schlossgasse 1,125.58,3
3 Paardekens,Double,Belgium,Mechelen,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop workspace: ;Linens: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wooden/parqueted flooring: ;,"Room size: 16 m²/172 ft², Non-smoking, Shower, 1 queen bed",Begijnenstraat,112.59,3
3 Paardekens,Single Room,Belgium,Mechelen,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Laptop workspace: ;Linens: ;Telephone: ;Toiletries: ;TV [flat screen]: ;,"Room size: 10 m²/108 ft², Street view, Shower, 1 single bed",Begijnenstraat,112.59,3
3 Paardekens,Twin Room,Belgium,Mechelen,Hotels,Air conditioning: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Linens: ;Shower: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;,"Room size: 14 m²/151 ft², 2 single beds",Begijnenstraat,112.59,3
Best Western Braid Hills Hotel,2 Single Beds,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Wi-Fi, Extra low price! (non-refundable)",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,1 DOUBLE 1 SINGLE,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Wi-Fi, Extra low price! (non-refundable)",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Classic Twin,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Satellite/cable channels: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Non-smoking, Shower, 2 single beds",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Classic Double,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;,"Room size: 12 m²/129 ft², Non-smoking, Separate shower/bathtub, 1 double bed",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Signature Double Room,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 26 m²/280 ft², City view, Non-smoking, Separate shower/bathtub, 1 king bed",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Standard Twin Room with City View,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Telephone: ;TV [flat screen]: ;,"Room size: 15 m²/161 ft², Park view, Non-smoking, Shower and bathtub, 2 single beds",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Standard Double with View,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Satellite/cable channels: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Park view, Non-smoking, Separate shower/bathtub, 1 double bed",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,DOUBLE TWO BEDS - ROOM ONLY,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until November 10, 2019, Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Twin Room,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Deluxe Double,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Satellite/cable channels: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Park view, Non-smoking, Separate shower/bathtub, 1 double bed",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Single Room,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Double Single Use Standard,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Breakfast, Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,TRIPLE WITH DOUBLE BED - ROOM ONLY,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until November 10, 2019, Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Superior Double Room,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 17 m²/183 ft², Separate shower/bathtub, 1 king bed",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Single room - De Luxe,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Single Standard,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Pay nothing until November 10, 2019, Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Best Western Braid Hills Hotel,Single Deluxe,United Kingdom,Edinburgh,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until November 10, 2019, Free Wi-Fi, Free cancellation before November 12, 2019",134 Braid Road,213.81,3
Le Boutique Hotel,Double Room with Jacuzzi,France,Bordeaux,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Coffee/tea maker: ;Desk: ;Dressing room: ;Extra long bed: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 28 m²/301 ft², Balcony/terrace, Shower and bathtub, 1 king bed",3 Rue Lafaurie De Monbadon,526.42,4
Le Boutique Hotel,Double Room Elegance,France,Bordeaux,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Bathrobes: ;Cleaning products: ;Closet: ;Coffee/tea maker: ;Desk: ;Dressing room: ;DVD/CD player: ;Extra long bed: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;Hot tub: ;In-room safe box: ;Interconnecting room(s) available: ;iPod docking station: ;Ironing facilities: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 20 m²/215 ft², Garden view, Non-smoking, Shower and bathtub, 1 king bed",3 Rue Lafaurie De Monbadon,526.42,4
Le Boutique Hotel,Deluxe Double Room,France,Bordeaux,Hotels,Additional toilet: ;Air conditioning: ;Alarm clock: ;Bathrobes: ;Blackout curtains: ;Cleaning products: ;Closet: ;Clothes dryer: ;Coffee/tea maker: ;Desk: ;Dressing room: ;Extra long bed: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;iPod docking station: ;Ironing facilities: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 25 m²/269 ft², Garden view, Non-smoking, Shower and bathtub, 1 king bed",3 Rue Lafaurie De Monbadon,526.42,4
Le Boutique Hotel,Apartment (4 Adults),France,Bordeaux,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Coffee/tea maker: ;Desk: ;Dishwasher: ;Dressing room: ;Extra long bed: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;iPod docking station: ;Ironing facilities: ;Kitchenware: ;Linens: ;Microwave: ;Mini bar: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Slippers: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Washing machine: ;Wooden/parqueted flooring: ;,"Room size: 90 m²/969 ft², Garden view, Balcony/terrace, Shower and bathtub, Kitchenette, 2 queen beds",3 Rue Lafaurie De Monbadon,526.42,4
