hotelname,roomtype,country,city,propertytype,roomamenities,ratedescription,address,max,starrating
DoubleTree by Hilton London Greenwich,Twin Accessible Guest Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 25 m²/269 ft², Non-smoking, Shower, 1 single bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,King Guest Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, 1 king bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,Queen Guest Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, 1 queen bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,Queen Family Deluxe Room,United Kingdom,London,Hotels,Air conditioning: ;Closet: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Seating area: ;Shower: ;Telephone: ;Toiletries: ;Towels: ;TV: ;,"Room size: 32 m²/344 ft², 1 queen bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,Twin Guest Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, 1 single bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,Queen Deluxe Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Shower: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 32 m²/344 ft², Non-smoking, 1 queen bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,King Deluxe Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Shower: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 32 m²/344 ft², Non-smoking, 1 king bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,King Junior Suite,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Separate living room: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 46 m²/495 ft², Non-smoking, Shower, 1 king bed",Catherine Grove_x000D_ Greenwich,207.81,4
DoubleTree by Hilton London Greenwich,Deluxe Family Room,United Kingdom,London,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Shower: ;Slippers: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 32 m²/344 ft², 1 queen bed",Catherine Grove_x000D_ Greenwich,207.81,4
Residence Le Fontenay,Twin Room,France,Passy,Hotels,Air conditioning: ;Closet: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Linens: ;Smoke detector: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 11 m²/118 ft², Shower, 2 single beds","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Double Room,France,Passy,Hotels,Air conditioning: ;Closet: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Linens: ;Smoke detector: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 11 m²/118 ft², Shower, 1 double bed","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Studio,France,Passy,Hotels,Air conditioning: ;Cleaning products: ;Closet: ;Coffee/tea maker: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Refrigerator: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 12 m²/129 ft², Shower, Kitchenette, 1 sofa bed","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Apartment with North View,France,Passy,Hotels,Air conditioning: ;Cleaning products: ;Closet: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Refrigerator: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 23 m²/248 ft², Shower, Kitchenette, 2 bedrooms, 1 double bed or 1 bunk bed","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Apartment with East View,France,Passy,Hotels,Air conditioning: ;Cleaning products: ;Closet: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Refrigerator: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 27 m²/291 ft², Shower, Kitchenette, 2 bedrooms, 1 double bed or 1 bunk bed and 1 single bed","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Apartment with South view,France,Passy,Hotels,Air conditioning: ;Cleaning products: ;Closet: ;Coffee/tea maker: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Refrigerator: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 23 m²/248 ft², Shower, Kitchenette, 2 bedrooms, 1 double bed or 1 bunk bed","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Two-Bedroom Apartment,France,Passy,Hotels,Air conditioning: ;Cleaning products: ;Closet: ;Coffee/tea maker: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Refrigerator: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 34 m²/366 ft², Shower, Kitchenette, 2 bedrooms, 1 double bed or 1 double bed","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Residence Le Fontenay,Three-Bedroom Apartment,France,Passy,Hotels,Air conditioning: ;Cleaning products: ;Closet: ;Coffee/tea maker: ;Dressing room: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Heating: ;In-room safe box: ;Kitchenware: ;Linens: ;Refrigerator: ;Seating area: ;Separate dining area: ;Smoke detector: ;Sofa: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wooden/parqueted flooring: ;,"Room size: 75 m²/807 ft², Shower, Kitchenette, 3 bedrooms, 1 double bed or 1 double bed or 2 single beds","160 Chemin du Fontenay, Passy-Plaine Joux",149.69,2
Gwesty Minffordd Hotel,Twin Room,United Kingdom,Tal-Y-Llyn,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Telephone: ;Toiletries: ;TV: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Shower, 2 single beds",Tywyn,95.03,3
Gwesty Minffordd Hotel,Double Room,United Kingdom,Tal-Y-Llyn,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Telephone: ;Toiletries: ;TV: ;,"Room size: 11 m²/118 ft², Shower, 1 double bed",Tywyn,95.03,3
Gwesty Minffordd Hotel,Single Room,United Kingdom,Tal-Y-Llyn,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Telephone: ;Toiletries: ;TV: ;,"Room size: 10 m²/108 ft², Shower, 1 single bed",Tywyn,95.03,3
Brecon Castle,Family Room (2 Adults + 2 Children),United Kingdom,Brecon,Hotels,Air conditioning: ;Carpeting: ;Cleaning products: ;Closet: ;Free Wi-Fi in all rooms!: ;Full kitchen: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Microwave: ;Refrigerator: ;Seating area: ;Separate dining area: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Shower, 1 single bed and 1 double bed or 1 double bed and 1 sofa bed and 1 single bed",Castle Square,155.22,3
Brecon Castle,Standard  Room,United Kingdom,Brecon,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Shower: ;Telephone: ;Toiletries: ;TV: ;Wake-up service: ;,"Free breakfast for {0}, Pay at the hotel, Free Wi-Fi, Cancellation policy",Castle Square,155.22,3
Brecon Castle,Superior Room,United Kingdom,Brecon,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Ironing facilities: ;Shower: ;Telephone: ;Toiletries: ;TV: ;Wake-up service: ;,"Free breakfast for {0}, Pay at the hotel, Free Wi-Fi, Cancellation policy",Castle Square,155.22,3
Brecon Castle,Beacons View Rooms,United Kingdom,Brecon,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Shower: ;Telephone: ;Toiletries: ;TV: ;Wake-up service: ;,"Free Breakfast, Pay at the hotel, Free Wi-Fi, Cancellation policy",Castle Square,155.22,3
Brecon Castle,Room with Four-Poster Bed,United Kingdom,Brecon,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Seating area: ;Sofa: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Shower, 1 double bed",Castle Square,155.22,3
Hotel Amadeus,Comfort Single Room,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Shoeshine kit: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, Shower, 1 queen bed",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Standard Single Plus,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, Shower, 1 single bed",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Standard Double Room,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, Shower, 1 double bed",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Comfort Twin Room,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Non-smoking, Shower, 2 single beds",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Studio with Terrace,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Linens: ;Mini bar: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 35 m²/377 ft², Balcony/terrace, Non-smoking, Shower and bathtub, 1 king bed",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Studio with Terrace for 3 People,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 35 m²/377 ft², Balcony/terrace, Shower and bathtub, 1 single bed and 1 double bed",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Standard Single Room,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Non-smoking, Shower, 1 single bed",Roetgenstrasse 5,259.23,4
Hotel Amadeus,Comfort Double Room,Germany,Frankfurt am Main,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Linens: ;Mini bar: ;Satellite/cable channels: ;Sewing kit: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 22 m²/237 ft², Non-smoking, Shower, 1 king bed",Roetgenstrasse 5,259.23,4
Hotel du Petit Lussault,Comfort Double Room with Courtyard View,France,Nazelles-Negron,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 13 m²/140 ft², Balcony/terrace, Shower, 1 double bed",Rd 952,115.54,2
Hotel du Petit Lussault,Comfort Plus Double or Twin Room with Garden View,France,Nazelles-Negron,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Shower: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Balcony/terrace, Bathtub, 1 double bed or 2 single beds",Rd 952,115.54,2
Hotel du Petit Lussault,Family Room (4 Adults),France,Nazelles-Negron,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 27 m²/291 ft², Shower, 2 single beds and 1 double bed",Rd 952,115.54,2
Hotel du Petit Lussault,Family Suite,France,Nazelles-Negron,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Shower: ;Telephone: ;Toiletries: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 30 m²/323 ft², 1 single bed and 2 double beds",Rd 952,115.54,2
CAMPANILE VAL DE France,Double Room,France,Paris,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Laptop safe box: ;Linens: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;Wi-Fi in public areas: ;,"Room size: 19 m²/205 ft², Balcony/terrace, Separate shower/bathtub, 1 queen bed",10 Avenue de la Fosse des Pressoirs,227.32,3
CAMPANILE VAL DE France,Twin Room,France,Paris,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Laptop safe box: ;Linens: ;Satellite/cable channels: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 19 m²/205 ft², Shower and bathtub, 2 single beds",10 Avenue de la Fosse des Pressoirs,227.32,3
CAMPANILE VAL DE France,Quad Room (4 Single Beds),France,Paris,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Daily housekeeping: ;Daily newspaper: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Laptop safe box: ;Linens: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 19 m²/205 ft², Separate shower/bathtub, 4 single beds",10 Avenue de la Fosse des Pressoirs,227.32,3
CAMPANILE VAL DE France,Quad Room (1 Double+2 Single Beds),France,Paris,Hotels,Air conditioning: ;Alarm clock: ;Blackout curtains: ;Carpeting: ;Closet: ;Clothes rack: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Laptop safe box: ;Linens: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 19 m²/205 ft², Shower and bathtub, 2 single beds and 1 double bed",10 Avenue de la Fosse des Pressoirs,227.32,3
CAMPANILE VAL DE France,Quadruple Family Room,France,Paris,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",10 Avenue de la Fosse des Pressoirs,227.32,3
CAMPANILE VAL DE France,Quadruple,France,Paris,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;Wi-Fi in public areas: ;,Balcony/terrace,10 Avenue de la Fosse des Pressoirs,227.32,3
Mirabel Hotel,Single Room,Greece,Kefalonia,Hotels,Air conditioning: ;Bathrobes: ;Cleaning products: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Balcony/terrace, Shower",Valianou Square,91.24,2
Mirabel Hotel,room,Greece,Kefalonia,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Valianou Square,91.24,2
Mirabel Hotel,Double or Twin Room,Greece,Kefalonia,Hotels,Air conditioning: ;Bathrobes: ;Cleaning products: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Balcony/terrace, Shower",Valianou Square,91.24,2
Mirabel Hotel,Triple Room,Greece,Kefalonia,Hotels,Air conditioning: ;Bathrobes: ;Cleaning products: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Balcony/terrace, Shower",Valianou Square,91.24,2
Mirabel Hotel,Family Room,Greece,Kefalonia,Hotels,Air conditioning: ;Bathrobes: ;Cleaning products: ;Closet: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Slippers: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 40 m²/431 ft², Balcony/terrace, Shower, 2 single beds and 1 double bed",Valianou Square,91.24,2
Mirabel Hotel,room,Greece,Kefalonia,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Pay nothing until November 29, 2019, Free Wi-Fi, Free cancellation before December 1, 2019",Valianou Square,91.24,2
Nailcote Hall Hotel,Standard Double,United Kingdom,Berkswell,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Linens: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 26 m²/280 ft², Garden view, Non-smoking, Shower and bathtub, 1 double bed and 1 queen bed",Nailcote Lane,170.11,4
Nailcote Hall Hotel,Queen Suite,United Kingdom,Berkswell,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 28 m²/301 ft², Shower and bathtub, 1 queen bed",Nailcote Lane,170.11,4
Antica Locanda Leonardo,Small Single,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 10 m²/108 ft², Shower, 1 double bed or 1 single bed",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Classic Single,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 13 m²/140 ft², Shower, 1 double bed",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Classic Double or Twin Room,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 18 m²/194 ft², Shower, 1 queen bed or 2 single beds",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Double or Twin Room,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Courtyard view, Balcony/terrace, Shower, 1 queen bed or 2 single beds",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Double or Twin Room with Garden View,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Garden view, Shower, 1 queen bed or 2 single beds",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Junior Suite,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Seating area: ;Shower: ;Sofa: ;Telephone: ;TV [flat screen]: ;,"Room size: 30 m²/323 ft², 1 queen bed or 1 sofa bed",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Superior Double Room,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Shower: ;Telephone: ;TV [flat screen]: ;,"Room size: 18 m²/194 ft², 2 single beds",Corso Magenta 78,210.97,3
Antica Locanda Leonardo,Family room,Italy,Milan,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Shower, 2 single beds and 1 queen bed or 4 single beds",Corso Magenta 78,210.97,3
